记录类型,面板,节点ID,节点类型,纬度,经度,所属企业,路线ID,弧序号,起点,终点,实体车,车型,所属车场,来源文件,来源字段,源文件SHA256
节点,(a)节点分布,S_OSM_WAY_1423781323,station,39.8574756,116.5592288,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1443660174,station,39.8862460,116.5163117,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_167459641,station,39.9215761,116.3041563,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C001,customer,39.9075012,116.3517624,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C002,customer,40.1170192,116.6490332,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C003,customer,39.9516817,116.3509760,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C004,customer,39.9490513,116.3320067,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C005,customer,39.9977821,116.3739703,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C006,customer,39.9100565,116.3263594,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C007,customer,39.9449735,116.3651721,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C008,customer,39.9411712,116.3574630,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C009,customer,39.9323310,116.3893619,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C010,customer,39.9074687,116.5945507,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C011,customer,39.8489448,116.6715698,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C012,customer,40.0552578,116.6094986,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C013,customer,39.9773728,116.4551620,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C014,customer,39.7459177,116.3195455,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C015,customer,39.8843320,116.4560047,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C016,customer,39.9195153,116.3779907,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C017,customer,39.8683191,116.0811499,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C018,customer,40.0007120,116.3152641,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C019,customer,39.8584968,116.3907500,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C020,customer,39.9584432,116.3211523,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C021,customer,39.9809165,116.3387579,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C022,customer,39.6796086,115.9459120,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C023,customer,39.9063336,116.4604153,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C024,customer,39.8926630,116.4754147,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C025,customer,39.9244388,116.4451513,ENT_A,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C026,customer,39.8562493,116.2773492,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C027,customer,39.8774709,116.3507450,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C028,customer,39.8817705,116.3536351,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C029,customer,39.8539196,116.4277609,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C030,customer,39.9301223,116.4711227,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C031,customer,39.8938584,116.1019370,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C032,customer,39.9573143,116.3395113,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C033,customer,39.8944851,116.2779383,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C034,customer,39.8904053,116.5998899,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C035,customer,39.7364357,116.1658694,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C036,customer,40.0066722,116.4541214,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C037,customer,39.9671209,116.3237384,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C038,customer,40.0060061,116.3175045,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C039,customer,40.0789994,116.3295869,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C040,customer,39.9330310,116.4485689,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C041,customer,39.9139416,116.4996660,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C042,customer,39.9691466,116.3122331,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C043,customer,39.9913364,116.1965487,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C044,customer,39.8535933,116.5665523,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C045,customer,39.9996662,116.3373819,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C046,customer,39.9525411,116.3498040,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C047,customer,39.9031746,116.7278411,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
