path,artifact_kinds,artifact_count,last_modified,has_raw_runs_csv,csv_rows,has_seed_column,instance_ids,solver_path,solver_path_evidence,fingerprint_a_attempts,fingerprint_a_completed,fingerprint_b_groups,fingerprint_b_groups_with_single_value,fingerprint_b_grouping_keys,fingerprint_c_result,classification,classification_evidence
baselines/e2_alns/e2_final_10seed_20260711/representative_gate,csv:4;json:18;md:1,23,2026-07-11T20:59:25+08:00,true,18,true,L-main-threeshift-150c-01|L-main-threeshift-150c-01__ACO__seed6.json|L-main-threeshift-150c-01__GA-VNS__seed6.json|L-main-threeshift-150c-01__GA__seed6.json|L-main-threeshift-150c-01__GWO__seed6.json|L-main-threeshift-150c-01__LNS__seed6.json|L-main-threeshift-150c-01__PSO__seed6.json|L-main-threeshift-150c-01__VNS__seed6.json|L-main-threeshift-150c-01__staged_hybrid_carbon_pair__seed6.json|L-main-threeshift-50c-01|L-main-threeshift-50c-01__ACO__seed6.json|L-main-threeshift-50c-01__GA-VNS__seed6.json|L-main-threeshift-50c-01__GA__seed6.json|L-main-threeshift-50c-01__GWO__seed6.json|L-main-threeshift-50c-01__LNS__seed6.json|L-main-threeshift-50c-01__PSO__seed6.json|L-main-threeshift-50c-01__VNS__seed6.json|L-main-threeshift-50c-01__staged_hybrid_carbon_pair__seed6.json,未归类,baselines/e2_alns/e2_final_10seed_20260711/representative_gate/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_final_10seed_20260711/representative_gate/raw_runs.csv; keys=['algorithm', 'algorithm_specific_update_count', 'category', 'charging_strategy', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature', 'route_structure_signature']; seed_counts={}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_10seed_20260711/representative_gate/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_10seed_20260711/smoke,csv:4;json:26;md:1,31,2026-07-11T19:50:52+08:00,true,27,true,L-main-threeshift-150c-01|L-main-threeshift-150c-01__ACO__seed6.json|L-main-threeshift-150c-01__GA-VNS__seed6.json|L-main-threeshift-150c-01__GA__seed6.json|L-main-threeshift-150c-01__GWO__seed6.json|L-main-threeshift-150c-01__LNS__seed6.json|L-main-threeshift-150c-01__PSO__seed6.json|L-main-threeshift-150c-01__VNS__seed6.json|L-main-threeshift-150c-01__staged_hybrid_carbon_pair__seed6.json|L-main-threeshift-20c-01|L-main-threeshift-20c-01__ACO__seed6.json|L-main-threeshift-20c-01__GA-VNS__seed6.json|L-main-threeshift-20c-01__GA__seed6.json|L-main-threeshift-20c-01__GWO__seed6.json|L-main-threeshift-20c-01__LNS__seed6.json|L-main-threeshift-20c-01__PSO__seed6.json|L-main-threeshift-20c-01__VNS__seed6.json|L-main-threeshift-20c-01__staged_hybrid_carbon_pair__seed6.json|L-main-threeshift-50c-01|L-main-threeshift-50c-01__ACO__seed6.json|L-main-threeshift-50c-01__GA-VNS__seed6.json|L-main-threeshift-50c-01__GA__seed6.json|L-main-threeshift-50c-01__GWO__seed6.json|L-main-threeshift-50c-01__LNS__seed6.json|L-main-threeshift-50c-01__PSO__seed6.json|L-main-threeshift-50c-01__VNS__seed6.json|L-main-threeshift-50c-01__staged_hybrid_carbon_pair__seed6.json,未归类,baselines/e2_alns/e2_final_10seed_20260711/smoke/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_final_10seed_20260711/smoke/raw_runs.csv; keys=['algorithm', 'algorithm_specific_update_count', 'category', 'charging_strategy', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature', 'route_structure_signature']; seed_counts={}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_10seed_20260711/smoke/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_closure_20260703,json:11;md:1,12,2026-07-05T10:04:10+08:00,false,该包无此信息,false,e2-threeshift-100c-01|e2-threeshift-100c-02,未归类,baselines/e2_alns/e2_final_closure_20260703/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,该包无此信息,该包无此信息,该包无逐单元原始记录CSV,该包无此信息：无逐单元原始记录CSV,UNDETERMINED,baselines/e2_alns/e2_final_closure_20260703/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_closure_20260703/phase_a_alns_gate,csv:6;json:18;md:1,25,2026-07-03T20:05:00+08:00,true,15,true,e2-threeshift-150c-01,未归类,baselines/e2_alns/e2_final_closure_20260703/phase_a_alns_gate/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_final_closure_20260703/phase_a_alns_gate/raw_runs.csv; keys=['algorithm', 'category', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_closure_20260703/phase_a_alns_gate/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_closure_20260703/phase_a_carbon_gate_superseded_under_eval,csv:5;json:17;md:1,23,2026-07-03T18:46:34+08:00,true,14,true,e2-threeshift-150c-01|e2-vanilla-100c-01,未归类,baselines/e2_alns/e2_final_closure_20260703/phase_a_carbon_gate_superseded_under_eval/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_final_closure_20260703/phase_a_carbon_gate_superseded_under_eval/raw_runs.csv; keys=['algorithm', 'category', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_closure_20260703/phase_a_carbon_gate_superseded_under_eval/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_closure_20260703/phase_a_prime_route_elimination_retest,csv:4;json:10;md:1,15,2026-07-03T23:27:53+08:00,true,6,true,POOLED_100C_150C|e2-threeshift-100c-01|e2-threeshift-150c-01,未归类,baselines/e2_alns/e2_final_closure_20260703/phase_a_prime_route_elimination_retest/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_final_closure_20260703/phase_a_prime_route_elimination_retest/raw_runs.csv; keys=['algorithm', 'category', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_closure_20260703/phase_a_prime_route_elimination_retest/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_closure_20260703/phase_b_g3_baseline_health,csv:4;json:15;md:1,20,2026-07-03T20:54:58+08:00,true,12,true,e2-threeshift-150c-01,未归类,baselines/e2_alns/e2_final_closure_20260703/phase_b_g3_baseline_health/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,2,0,"source=baselines/e2_alns/e2_final_closure_20260703/phase_b_g3_baseline_health/raw_runs.csv; keys=['algorithm', 'category', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={2: 1, 3: 1}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_closure_20260703/phase_b_g3_baseline_health/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_closure_20260703/phase_c_g4_stability,csv:7;json:59;md:1,67,2026-07-04T08:17:15+08:00,true,54,true,e2-threeshift-100c-01|e2-threeshift-100c-02|e2-threeshift-100c-03|e2-threeshift-150c-01|e2-threeshift-150c-02|e2-threeshift-150c-03|e2-threeshift-200c-01|e2-threeshift-200c-02|e2-threeshift-200c-03,未归类,baselines/e2_alns/e2_final_closure_20260703/phase_c_g4_stability/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,2,0,"source=baselines/e2_alns/e2_final_closure_20260703/phase_c_g4_stability/raw_runs.csv; keys=['algorithm', 'category', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={2: 2}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_closure_20260703/phase_c_g4_stability/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_closure_20260703/phase_d_g5_t3_material,csv:17;json:625;md:1,643,2026-07-05T10:04:02+08:00,true,621,true,e2-multidepot-100c-01|e2-multidepot-10c-01|e2-multidepot-150c-01|e2-multidepot-15c-01|e2-multidepot-200c-01|e2-multidepot-20c-01|e2-multidepot-25c-01|e2-multidepot-50c-01|e2-multidepot-75c-01|e2-threeshift-100c-01|e2-threeshift-100c-02|e2-threeshift-150c-01|e2-threeshift-200c-01|e2-threeshift-50c-01|e2-threeshift-75c-01|e2-vanilla-100c-01|e2-vanilla-10c-01|e2-vanilla-150c-01|e2-vanilla-15c-01|e2-vanilla-200c-01|e2-vanilla-20c-01|e2-vanilla-25c-01|e2-vanilla-50c-01|e2-vanilla-75c-01,未归类,baselines/e2_alns/e2_final_closure_20260703/phase_d_g5_t3_material/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,129,30,"source=baselines/e2_alns/e2_final_closure_20260703/phase_d_g5_t3_material/raw_runs.csv; keys=['algorithm', 'category', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={2: 44, 3: 85}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_closure_20260703/phase_d_g5_t3_material/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_final_closure_20260703/phase_e_carbon_operator_diagnostic,csv:10;json:30;md:1,41,2026-07-04T11:32:27+08:00,true,27,true,e2-threeshift-150c-02|e2-threeshift-200c-02|e2-threeshift-200c-03,未归类,baselines/e2_alns/e2_final_closure_20260703/phase_e_carbon_operator_diagnostic/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_final_closure_20260703/phase_e_carbon_operator_diagnostic/raw_runs.csv; keys=['algorithm', 'category', 'display_algorithm', 'eval_budget', 'instance', 'low_carbon_charging_share', 'scenario_type', 'size']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_final_closure_20260703/phase_e_carbon_operator_diagnostic/decision.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_g0_closure_hygiene_data,csv:2;json:3;md:1,6,2026-07-03T01:51:13+08:00,false,该包无此信息,false,该包无此信息,未归类,baselines/e2_alns/e2_g0_closure_hygiene_data/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,该包无此信息,该包无此信息,该包无逐单元原始记录CSV,该包无此信息：无逐单元原始记录CSV,UNDETERMINED,baselines/e2_alns/e2_g0_closure_hygiene_data/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_g0_reaudit_20260702,csv:8;json:27;md:1,36,2026-07-03T04:04:08+08:00,true,15,true,e2-threeshift-150c-01,未归类,baselines/e2_alns/e2_g0_reaudit_20260702/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,5,0,"source=baselines/e2_alns/e2_g0_reaudit_20260702/raw_runs.csv; keys=['algorithm', 'eval_budget', 'max_runtime_seconds']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={3: 5}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_g0_reaudit_20260702/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_g0_reaudit_v2_20260703,csv:8;json:24;md:1,33,2026-07-03T12:32:09+08:00,true,15,true,e2-threeshift-150c-01,未归类,baselines/e2_alns/e2_g0_reaudit_v2_20260703/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,5,0,"source=baselines/e2_alns/e2_g0_reaudit_v2_20260703/raw_runs.csv; keys=['algorithm', 'eval_budget', 'max_runtime_seconds', 'start_policy']; seed=['seed']; values=['best_cost', 'best_signature']; seed_counts={3: 5}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,UNDETERMINED,baselines/e2_alns/e2_g0_reaudit_v2_20260703/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_g0_same_value_platform_audit_data,csv:5;json:4,9,2026-07-03T01:51:13+08:00,false,14,true,e2-threeshift-150c-01,未归类,"baselines/e2_alns/e2_g0_same_value_platform_audit_data/checkpoint_replay.csv:1: CSV表头=['instance', 'algorithm', 'seed', 'checkpoint', 'checkpoint_eval', 'checkpoint_operator', 'checkpoint_best_cost', 'replay_total_cost', 'replay_violation_count', 'signature_hash', 'raw_best_signature', 'signature_matches_raw', 'solution_json_sha256', 'route_count', 'cv_route_count', 'ev_route_count', 'charging_action_count', 'E_total', 'cost_carbon']；未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段",该包无此信息,该包无此信息,7,4,"source=baselines/e2_alns/e2_g0_same_value_platform_audit_data/checkpoint_replay.csv; keys=['instance', 'algorithm']; seed=['seed']; values=['checkpoint_best_cost', 'replay_total_cost']; seed_counts={2: 7}",不适用：该包无迭代或评价预算列,UNDETERMINED,"baselines/e2_alns/e2_g0_same_value_platform_audit_data/checkpoint_replay.csv:1: CSV表头=['instance', 'algorithm', 'seed', 'checkpoint', 'checkpoint_eval', 'checkpoint_operator', 'checkpoint_best_cost', 'replay_total_cost', 'replay_violation_count', 'signature_hash', 'raw_best_signature', 'signature_matches_raw', 'solution_json_sha256', 'route_count', 'cv_route_count', 'ev_route_count', 'charging_action_count', 'E_total', 'cost_carbon']；未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据"
baselines/e2_alns/e2_homberger_200_source_gate_20260717,csv:1;json:3;md:1,5,2026-07-17T01:35:13+08:00,true,12,false,C1_2_1|C1_2_8|C2_2_1|C2_2_8|R1_2_1|R1_2_8|R2_2_1|R2_2_8|RC1_2_1|RC1_2_8|RC2_2_1|RC2_2_8,P5,baselines/e2_alns/e2_homberger_200_source_gate_20260717/raw_runs.csv:列 search_evaluations 全部为0（12行）,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_homberger_200_source_gate_20260717/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['instance', 'class', 'series_member', 'source_member', 'source_member_sha256', 'node_count', 'customer_count', 'customer_id_min', 'customer_id_max', 'duplicate_id_count', 'ids_contiguous_0_200', 'vehicle_limit', 'capacity', 'total_customer_demand', 'demand_min', 'demand_max', 'demand_exceeds_capacity_count', 'depot_ready', 'depot_due', 'customer_ready_min', 'customer_due_max', 'customer_tw_width_min', 'customer_tw_width_max', 'customer_tw_width_mean', 'tw_order_violation_count', 'negative_demand_count', 'negative_service_count', 'x_min', 'x_max', 'y_min', 'y_max', 'source_gate_pass', 'search_evaluations']",不适用：该包无seed或同义逐单元种子列,NO_SEARCH,baselines/e2_alns/e2_homberger_200_source_gate_20260717/raw_runs.csv:列 search_evaluations 全部为0（12行）；包内记录为零搜索
baselines/e2_alns/e2_homberger_200_source_gate_20260717_v2,csv:1;json:3;md:1,5,2026-07-17T01:37:11+08:00,true,12,false,C1_2_1|C1_2_8|C2_2_1|C2_2_8|R1_2_1|R1_2_8|R2_2_1|R2_2_8|RC1_2_1|RC1_2_8|RC2_2_1|RC2_2_8,P5,baselines/e2_alns/e2_homberger_200_source_gate_20260717_v2/raw_runs.csv:列 search_evaluations 全部为0（12行）,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_homberger_200_source_gate_20260717_v2/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['instance', 'class', 'series_member', 'source_member', 'source_member_sha256', 'node_count', 'customer_count', 'customer_id_min', 'customer_id_max', 'duplicate_id_count', 'ids_contiguous_0_200', 'vehicle_limit', 'capacity', 'total_customer_demand', 'demand_min', 'demand_max', 'demand_exceeds_capacity_count', 'depot_ready', 'depot_due', 'customer_ready_min', 'customer_due_max', 'customer_tw_width_min', 'customer_tw_width_max', 'customer_tw_width_mean', 'tw_order_violation_count', 'negative_demand_count', 'negative_service_count', 'x_min', 'x_max', 'y_min', 'y_max', 'source_gate_pass', 'search_evaluations']",不适用：该包无seed或同义逐单元种子列,NO_SEARCH,baselines/e2_alns/e2_homberger_200_source_gate_20260717_v2/raw_runs.csv:列 search_evaluations 全部为0（12行）；包内记录为零搜索
baselines/e2_alns/e2_loss_recovery_20260711,csv:3;json:3;md:1,7,2026-07-11T10:58:31+08:00,false,45,true,L-main-threeshift-100c-01|L-main-threeshift-10c-01|L-main-threeshift-150c-01|L-main-threeshift-15c-01|L-main-threeshift-200c-01|L-main-threeshift-20c-01|L-main-threeshift-25c-01|L-main-threeshift-50c-01|L-main-threeshift-75c-01,未归类,baselines/e2_alns/e2_loss_recovery_20260711/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/e2_alns/e2_loss_recovery_20260711/all_pairs.csv; keys=['instance', 'runtime_ratio']; seed=['seed']; values=['hybrid_cost', 'lns_cost']; seed_counts={}",不适用：该包无迭代或评价预算列,UNDETERMINED,baselines/e2_alns/e2_loss_recovery_20260711/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate,csv:2;json:58;log:1;md:1,62,2026-07-11T13:20:22+08:00,true,27,true,L-main-threeshift-100c-01|L-main-threeshift-100c-01__seed2__LNS.json|L-main-threeshift-100c-01__seed2__LNS.operators.json|L-main-threeshift-100c-01__seed2__proportional_true_lns_middle.json|L-main-threeshift-100c-01__seed2__proportional_true_lns_middle.operators.json|L-main-threeshift-100c-01__seed2__staged.json|L-main-threeshift-100c-01__seed2__staged.operators.json|L-main-threeshift-100c-01__seed4__LNS.json|L-main-threeshift-100c-01__seed4__LNS.operators.json|L-main-threeshift-100c-01__seed4__proportional_true_lns_middle.json|L-main-threeshift-100c-01__seed4__proportional_true_lns_middle.operators.json|L-main-threeshift-100c-01__seed4__staged.json|L-main-threeshift-100c-01__seed4__staged.operators.json|L-main-threeshift-150c-01|L-main-threeshift-150c-01__seed3__LNS.json|L-main-threeshift-150c-01__seed3__LNS.operators.json|L-main-threeshift-150c-01__seed3__proportional_true_lns_middle.json|L-main-threeshift-150c-01__seed3__proportional_true_lns_middle.operators.json|L-main-threeshift-150c-01__seed3__staged.json|L-main-threeshift-150c-01__seed3__staged.operators.json|L-main-threeshift-150c-01__seed4__LNS.json|L-main-threeshift-150c-01__seed4__LNS.operators.json|L-main-threeshift-150c-01__seed4__proportional_true_lns_middle.json|L-main-threeshift-150c-01__seed4__proportional_true_lns_middle.operators.json|L-main-threeshift-150c-01__seed4__staged.json|L-main-threeshift-150c-01__seed4__staged.operators.json|L-main-threeshift-15c-01|L-main-threeshift-15c-01__seed2__LNS.json|L-main-threeshift-15c-01__seed2__LNS.operators.json|L-main-threeshift-15c-01__seed2__proportional_true_lns_middle.json|L-main-threeshift-15c-01__seed2__proportional_true_lns_middle.operators.json|L-main-threeshift-15c-01__seed2__staged.json|L-main-threeshift-15c-01__seed2__staged.operators.json|L-main-threeshift-20c-01|L-main-threeshift-20c-01__seed3__LNS.json|L-main-threeshift-20c-01__seed3__LNS.operators.json|L-main-threeshift-20c-01__seed3__proportional_true_lns_middle.json|L-main-threeshift-20c-01__seed3__proportional_true_lns_middle.operators.json|L-main-threeshift-20c-01__seed3__staged.json|L-main-threeshift-20c-01__seed3__staged.operators.json|L-main-threeshift-50c-01|L-main-threeshift-50c-01__seed5__LNS.json|L-main-threeshift-50c-01__seed5__LNS.operators.json|L-main-threeshift-50c-01__seed5__proportional_true_lns_middle.json|L-main-threeshift-50c-01__seed5__proportional_true_lns_middle.operators.json|L-main-threeshift-50c-01__seed5__staged.json|L-main-threeshift-50c-01__seed5__staged.operators.json|L-main-threeshift-75c-01|L-main-threeshift-75c-01__seed1__LNS.json|L-main-threeshift-75c-01__seed1__LNS.operators.json|L-main-threeshift-75c-01__seed1__proportional_true_lns_middle.json|L-main-threeshift-75c-01__seed1__proportional_true_lns_middle.operators.json|L-main-threeshift-75c-01__seed1__staged.json|L-main-threeshift-75c-01__seed1__staged.operators.json|L-main-threeshift-75c-01__seed5__LNS.json|L-main-threeshift-75c-01__seed5__LNS.operators.json|L-main-threeshift-75c-01__seed5__proportional_true_lns_middle.json|L-main-threeshift-75c-01__seed5__proportional_true_lns_middle.operators.json|L-main-threeshift-75c-01__seed5__staged.json|L-main-threeshift-75c-01__seed5__staged.operators.json,P3,baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/verification.json:/provenance_files/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py,该包无此信息,该包无此信息,9,0,"source=baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/raw_runs.csv; keys=['algorithm', 'eval_budget', 'instance']; seed=['seed']; values=['cost']; seed_counts={2: 9}",不适用：存在迭代或评价预算列['eval_budget']，但没有同种子同配置的不同预算组,NOT_AFFECTED_PATH,baselines/e2_alns/e2_loss_recovery_20260711/proportional_true_lns_middle_gate/verification.json:/provenance_files/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py；求解路径=P3，不含P1
baselines/e2_alns/e2_loss_recovery_20260711/route_block_headroom_audit,csv:5;json:12;md:1,18,2026-07-11T13:29:41+08:00,false,437,true,L-main-threeshift-100c-01__seed2__best_mixed.json|L-main-threeshift-100c-01__seed4__best_mixed.json|L-main-threeshift-150c-01__seed3__best_mixed.json|L-main-threeshift-150c-01__seed4__best_mixed.json|L-main-threeshift-15c-01__seed2__best_mixed.json|L-main-threeshift-20c-01__seed3__best_mixed.json|L-main-threeshift-50c-01__seed5__best_mixed.json|L-main-threeshift-75c-01__seed1__best_mixed.json|L-main-threeshift-75c-01__seed5__best_mixed.json,未归类,baselines/e2_alns/e2_loss_recovery_20260711/route_block_headroom_audit/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,3,0,source=baselines/e2_alns/e2_loss_recovery_20260711/route_block_headroom_audit/candidate_attempts.csv; keys=['instance']; seed=['seed']; values=['cost']; seed_counts={2: 3},不适用：该包无迭代或评价预算列,UNDETERMINED,baselines/e2_alns/e2_loss_recovery_20260711/route_block_headroom_audit/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
