instance_id,depot_id,city,base_all_cv_routes_Rd,main_reserve_factor,num_cv,num_ev,total_fleet_cap,depot_charger_count,depot_charge_power_kw,fleet_parameter_class,charger_parameter_class,sensitivity_json
cn-prd-25c-03-V2-LOCATIONS,D_shenzhen,shenzhen,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-50c-01-V2-LOCATIONS,D_guangzhou,guangzhou,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-50c-01-V2-LOCATIONS,D_shenzhen,shenzhen,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-50c-02-V2-LOCATIONS,D_guangzhou,guangzhou,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-50c-02-V2-LOCATIONS,D_shenzhen,shenzhen,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-50c-03-V2-LOCATIONS,D_guangzhou,guangzhou,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-50c-03-V2-LOCATIONS,D_shenzhen,shenzhen,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-75c-01-V2-LOCATIONS,D_guangzhou,guangzhou,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-75c-01-V2-LOCATIONS,D_shenzhen,shenzhen,8,1.25,8,2,10,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":8,""num_ev"":1},""1.25"":{""num_cv"":8,""num_ev"":2},""1.50"":{""num_cv"":8,""num_ev"":4}}"
cn-prd-75c-02-V2-LOCATIONS,D_guangzhou,guangzhou,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-prd-75c-02-V2-LOCATIONS,D_shenzhen,shenzhen,7,1.25,7,2,9,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":7,""num_ev"":1},""1.25"":{""num_cv"":7,""num_ev"":2},""1.50"":{""num_cv"":7,""num_ev"":4}}"
cn-prd-75c-03-V2-LOCATIONS,D_guangzhou,guangzhou,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-prd-75c-03-V2-LOCATIONS,D_shenzhen,shenzhen,8,1.25,8,2,10,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":8,""num_ev"":1},""1.25"":{""num_cv"":8,""num_ev"":2},""1.50"":{""num_cv"":8,""num_ev"":4}}"
